N,seed,rho,f_elongated,f_binary,f_active,mean_aspect_ratio,s_max_norm,s_max_norm_2,n_clusters,state_label,state_name,state_id
1000,701987058071801,0.4,0.9446571428571424,0.0523285714285714,0.9969857142857138,2.68238,0.0017714285714285,0.0018714285714285,1.8142857142857145,0,Unjammed,0
1000,703985244396274,0.4,0.9833142857142858,0.0120142857142857,0.9953285714285716,2.6873000000000005,0.0025571428571428,0.0029714285714285,1.7857142857142858,0,Unjammed,0
1000,722071326265667,0.4,0.9071571428571428,0.0649714285714285,0.9721285714285712,2.6249342857142857,0.0088714285714285,0.0098285714285714,9.871428571428572,0,Unjammed,0
1000,725201757884584,0.4,0.9375571428571428,0.0473571428571428,0.9849142857142856,2.6545885714285724,0.0058571428571428,0.0061857142857142,6.271428571428571,0,Unjammed,0
1000,727017096545658,0.4,0.9814999999999994,0.0154571428571428,0.9969571428571422,2.691845714285715,0.0020857142857142,0.0021428571428571,1.5857142857142856,0,Unjammed,0
1000,731147908347497,0.4,0.9886428571428572,0.0092,0.9978428571428573,2.693415714285716,0.0011857142857142,0.0012428571428571,1.6428571428571428,0,Unjammed,0
1000,734109262104827,0.4,0.9507285714285716,0.0392142857142857,0.9899428571428572,2.672068571428571,0.0048571428571428,0.0052,4.314285714285714,0,Unjammed,0
1000,742183958399040,0.4,0.9592714285714288,0.0316857142857142,0.990957142857143,2.67261,0.0047428571428571,0.0049428571428571,4.242857142857143,0,Unjammed,0
1000,744517311885370,0.4,0.9634714285714292,0.0256,0.9890714285714292,2.6719557142857138,0.0057714285714285,0.0060142857142857,4.671428571428572,0,Unjammed,0
1000,765322069857382,0.4,0.9517,0.039,0.9907,2.671468571428571,0.0055714285714285,0.0059142857142857,2.557142857142857,0,Unjammed,0
1000,769312664147949,0.4,0.9947285714285716,0.0048857142857142,0.9996142857142858,2.6982299999999992,0.0003714285714285,0.0003857142857142,0.2857142857142857,0,Unjammed,0
1000,796940938751527,0.4,0.9897571428571428,0.0089714285714285,0.9987285714285712,2.6956671428571446,0.0008428571428571,0.0008428571428571,1.2142857142857142,0,Unjammed,0
1000,799035771825238,0.4,0.946157142857143,0.0436857142857142,0.9898428571428572,2.669327142857141,0.0046428571428571,0.0049428571428571,4.571428571428571,0,Unjammed,0
1000,810545908121264,0.4,0.934457142857143,0.0508714285714285,0.9853285714285714,2.658782857142857,0.0077428571428571,0.0081857142857142,5.571428571428571,0,Unjammed,0
1000,812580382463326,0.4,0.984,0.0137285714285714,0.9977285714285714,2.6918957142857143,0.0014857142857142,0.0015428571428571,1.0571428571428572,0,Unjammed,0
1000,816040927085971,0.4,0.9483428571428576,0.0403,0.9886428571428576,2.667821428571429,0.0040714285714285,0.0047428571428571,5.542857142857143,0,Unjammed,0
1000,844835515273933,0.4,0.9887857142857142,0.0099571428571428,0.9987428571428568,2.694608571428573,0.0007857142857142,0.0009,0.8571428571428571,0,Unjammed,0
1000,847836640960530,0.4,0.8947142857142856,0.0723428571428571,0.9670571428571426,2.612117142857142,0.0101142857142857,0.0111142857142857,13.271428571428572,0,Unjammed,0
