N,seed,rho,f_elongated,f_binary,f_active,mean_aspect_ratio,s_max_norm,s_max_norm_2,n_clusters,state_label,state_name,state_id,p_local_total,p_local_active
2000,416178520884477,0.84,0.2226714285714285,0.1419857142857143,0.3646571428571428,1.5198957142857132,0.5658785714285713,0.5857571428571428,19.97142857142857,0,Unjammed,0,0.1728557362023074,0.7213043039921596
2000,422219896800918,0.84,0.2905642857142856,0.1553214285714286,0.4458857142857142,1.6599849999999998,0.4716428571428572,0.4920642857142857,24.214285714285715,0,Unjammed,0,0.2724295186641036,0.6969898229626025
2000,431006493426170,0.84,0.1247142857142857,0.1203642857142857,0.2450785714285714,1.3106678571428572,0.7150785714285715,0.7318928571428571,17.2,0,Unjammed,0,0.2079845164108311,0.7125071172470202
2000,450419983107763,0.84,0.1736928571428571,0.1365357142857143,0.3102285714285714,1.4143921428571429,0.62595,0.6455071428571427,22.27142857142857,0,Unjammed,0,0.1332103831248575,0.6637689262147869
2000,453356923466257,0.84,0.1584857142857143,0.1302642857142856,0.2887499999999999,1.383033571428571,0.6439428571428572,0.6682857142857145,19.67142857142857,0,Unjammed,0,0.2303685819495278,0.7253973208500529
2000,453864874513756,0.84,0.1505999999999999,0.1158214285714285,0.2664214285714284,1.3578714285714288,0.6946285714285714,0.7094857142857142,19.357142857142858,0,Unjammed,0,0.1798912791160012,0.743300662593148
2000,460717270137620,0.84,0.11515,0.1181928571428571,0.2333428571428571,1.2883978571428567,0.7284785714285714,0.7475785714285714,17.5,0,Unjammed,0,0.139286448036233,0.6693076543535715
2000,476623210066927,0.84,0.2758,0.1598714285714285,0.4356714285714285,1.631487142857143,0.4890357142857143,0.5121642857142857,25.728571428571428,0,Unjammed,0,0.2636721367396274,0.7377006027353842
2000,484612500106051,0.84,0.2018285714285715,0.1641857142857143,0.3660142857142858,1.4937471428571427,0.5310571428571428,0.5638357142857143,27.585714285714285,0,Unjammed,0,0.1180381953776059,0.626348334940866
2000,492938554100859,0.84,0.1206428571428571,0.1221785714285714,0.2428214285714285,1.3011835714285718,0.7181714285714286,0.7377428571428573,16.62857142857143,0,Unjammed,0,0.1173839021877265,0.7343159883618452
2000,501697692195937,0.84,0.1188857142857143,0.1155785714285714,0.2344642857142857,1.2933635714285718,0.7252357142857142,0.7459857142857141,16.142857142857142,0,Unjammed,0,0.133091890223571,0.6211724900773012
2000,510593232092641,0.84,0.1281785714285714,0.1233428571428571,0.2515214285714285,1.3216614285714283,0.7101642857142857,0.7272642857142858,18.785714285714285,0,Unjammed,0,0.1271222575014401,0.6756916561337566
2000,517166228317078,0.84,0.1671142857142857,0.1572928571428571,0.3244071428571428,1.4140900000000003,0.5762142857142856,0.6192357142857141,20.84285714285714,0,Unjammed,0,0.257468531447044,0.6896717221034511
2000,521742092743191,0.84,0.1613857142857143,0.1383499999999999,0.2997357142857142,1.3923121428571426,0.6435714285714286,0.6621,22.057142857142857,0,Unjammed,0,0.2811207098530224,0.6650123918583889
2000,531323109617933,0.84,0.2413285714285714,0.1424142857142857,0.383742857142857,1.553698571428571,0.5315428571428571,0.5596357142857142,23.728571428571428,0,Unjammed,0,0.2100604062456972,0.7307065604480812
2000,542029227742456,0.84,0.2240928571428571,0.15755,0.381642857142857,1.5285728571428567,0.5358357142857143,0.5643785714285714,26.27142857142857,0,Unjammed,0,0.1754402015489721,0.710659088937431
2000,543308666121182,0.84,0.2019571428571428,0.1366714285714285,0.3386285714285713,1.4642107142857144,0.6079642857142855,0.6314857142857142,19.8,0,Unjammed,0,0.4259047197587552,0.7898755339922112
2000,546276473453276,0.84,0.1427,0.1365428571428572,0.2792428571428572,1.3560921428571429,0.66055,0.6941928571428572,19.51428571428572,0,Unjammed,0,0.1059720596733115,0.6472956012761117
2000,573641366056098,0.84,0.0985857142857142,0.1022714285714285,0.2008571428571426,1.246597142857143,0.7685,0.7832142857142855,14.257142857142858,0,Unjammed,0,0.1530310271952691,0.6942172140470289
2000,575209747940671,0.84,0.3125499999999999,0.1600785714285714,0.4726285714285713,1.690897857142857,0.4185714285714285,0.4404928571428571,24.97142857142857,0,Unjammed,0,0.5302651522253511,0.8159727602329491
2000,576259920081951,0.84,0.1694285714285714,0.1411142857142857,0.3105428571428571,1.4096071428571422,0.6403071428571429,0.6630642857142857,20.571428571428573,0,Unjammed,0,0.2164428238374475,0.7605775882890617
2000,581041572900200,0.84,0.2028214285714286,0.1529785714285714,0.3558,1.487072857142857,0.5846642857142857,0.6053999999999999,25.685714285714287,0,Unjammed,0,0.1803239852814442,0.6319760238762515
2000,582382717235568,0.84,0.1302142857142857,0.1165357142857143,0.24675,1.3178821428571428,0.7109642857142856,0.7295642857142857,17.285714285714285,0,Unjammed,0,0.1566333967680431,0.692520786204241
2000,593849570694833,0.84,0.1990071428571428,0.1483571428571428,0.3473642857142855,1.4777278571428571,0.5937357142857141,0.6204285714285714,20.257142857142856,0,Unjammed,0,0.2846323133178773,0.6947187730147744
2000,595138602756779,0.84,0.19295,0.1465857142857142,0.3395357142857142,1.460306428571429,0.6026428571428571,0.6240642857142857,22.6,0,Unjammed,0,0.195928015418112,0.6981167088774892
2000,604884003999171,0.84,0.1733642857142856,0.13745,0.3108142857142856,1.4120514285714283,0.6301785714285715,0.6585428571428571,20.2,0,Unjammed,0,0.204474068576124,0.6335575639243464
2000,605895506705858,0.84,0.1943714285714285,0.1538071428571428,0.3481785714285713,1.4701728571428574,0.5660214285714286,0.59615,23.47142857142857,0,Unjammed,0,0.1681152333006548,0.663392241394822
2000,609367266722641,0.84,0.2080642857142857,0.1374642857142857,0.3455285714285714,1.4801142857142862,0.5934071428571428,0.6159214285714286,23.51428571428572,0,Unjammed,0,0.264335681839035,0.6906641680872316
2000,618787482224677,0.84,0.1804714285714286,0.1293214285714285,0.3097928571428571,1.419852857142857,0.6283071428571428,0.6465285714285715,21.042857142857144,0,Unjammed,0,0.2425384913732639,0.7161255238016441
2000,667592237473616,0.84,0.1441499999999999,0.1238214285714286,0.2679714285714284,1.3490642857142856,0.6931428571428571,0.7098357142857142,18.7,0,Unjammed,0,0.2009597271962013,0.7051592854985457
2000,680622798933824,0.84,0.1971642857142857,0.1328142857142856,0.3299785714285713,1.458383571428571,0.62125,0.6362000000000001,23.414285714285715,0,Unjammed,0,0.1726451985975239,0.6861636241522018
2000,690180359955634,0.84,0.0997214285714285,0.1161071428571428,0.2158285714285713,1.2569471428571428,0.7529214285714286,0.7712928571428571,12.6,0,Unjammed,0,0.1746757541089245,0.68550485544602
2000,701987058071801,0.84,0.1487071428571429,0.1369857142857143,0.2856928571428572,1.3716428571428567,0.6686571428571428,0.6905214285714286,19.457142857142856,0,Unjammed,0,0.1723047713975712,0.6801471927771264
2000,703985244396274,0.84,0.1944642857142857,0.1455642857142857,0.3400285714285714,1.465654285714285,0.6105071428571428,0.6290642857142857,21.428571428571427,0,Unjammed,0,0.1258652654661859,0.6616076224437926
2000,722071326265667,0.84,0.2098928571428571,0.1419642857142857,0.3518571428571428,1.4865221428571425,0.5791499999999999,0.6038142857142856,21.7,0,Unjammed,0,0.1502752639770581,0.6938731925495755
2000,725201757884584,0.84,0.1420928571428571,0.1302714285714285,0.2723642857142856,1.351810714285714,0.6728928571428571,0.7046,18.5,0,Unjammed,0,0.2392068317777012,0.7689390112841898
2000,727017096545658,0.84,0.1624785714285714,0.1199999999999999,0.2824785714285713,1.3799028571428569,0.6776214285714286,0.6951499999999999,18.4,0,Unjammed,0,0.1714617327043793,0.6570178749344295
2000,731147908347497,0.84,0.2477357142857143,0.1663214285714286,0.4140571428571429,1.5790357142857143,0.5073071428571428,0.5315857142857143,25.11428571428572,0,Unjammed,0,0.3981850118390742,0.7469981441786133
2000,734109262104827,0.84,0.1946642857142856,0.1441214285714284,0.338785714285714,1.4622307142857145,0.58435,0.6069214285714286,23.84285714285714,0,Unjammed,0,0.1676905754745194,0.6896823979731501
2000,742183958399040,0.84,0.1905714285714285,0.1483071428571428,0.3388785714285713,1.454587857142857,0.6154357142857143,0.6328642857142858,21.01428571428572,0,Unjammed,0,0.2212291973499771,0.6809409029822845
2000,744517311885370,0.84,0.2084357142857142,0.15475,0.3631857142857142,1.492603571428571,0.5658214285714286,0.5897142857142855,23.985714285714284,0,Unjammed,0,0.1608208502740058,0.6818498138256719
2000,765322069857382,0.84,0.1462071428571428,0.1473857142857143,0.2935928571428571,1.3713907142857145,0.6408142857142857,0.67265,21.571428571428573,0,Unjammed,0,0.1390625435659967,0.6555271187446943
2000,769312664147949,0.84,0.1552857142857142,0.1228928571428571,0.2781785714285713,1.3701007142857138,0.6741357142857143,0.6889785714285714,17.8,0,Unjammed,0,0.27401541722135,0.7165418313490572
2000,796940938751527,0.84,0.2898214285714287,0.1530428571428571,0.4428642857142857,1.6440742857142847,0.4827785714285714,0.5005642857142857,25.15714285714286,0,Unjammed,0,0.3760232043052696,0.7688986715169205
2000,799035771825238,0.84,0.1673285714285714,0.1411928571428571,0.3085214285714285,1.4020649999999997,0.6353928571428571,0.6590642857142857,20.457142857142856,0,Unjammed,0,0.2013783614401088,0.6840718555793854
2000,810545908121264,0.84,0.1636285714285714,0.14935,0.3129785714285714,1.405922857142857,0.6295714285714286,0.6556214285714286,19.11428571428572,0,Unjammed,0,0.1478063305702676,0.6853967045097307
2000,812580382463326,0.84,0.1328,0.1346857142857142,0.2674857142857142,1.3354528571428574,0.6701785714285714,0.70385,19.742857142857144,0,Unjammed,0,0.2006195646044327,0.6885797394363758
2000,816040927085971,0.84,0.1257999999999999,0.1312357142857143,0.2570357142857142,1.3178964285714283,0.6991214285714287,0.7209,17.65714285714286,0,Unjammed,0,0.0993760598014786,0.6270169583058207
2000,844835515273933,0.84,0.2785428571428572,0.1618500000000001,0.4403928571428573,1.6351935714285717,0.4354785714285714,0.4651285714285714,25.428571428571427,0,Unjammed,0,0.1924010341095633,0.7259831855265605
2000,847836640960530,0.84,0.1655,0.1454214285714286,0.3109214285714285,1.4072264285714284,0.6307285714285714,0.6581642857142858,20.857142857142858,0,Unjammed,0,0.2213608392738832,0.6863428817414796
2000,848380339120121,0.84,0.1566857142857142,0.1351785714285714,0.2918642857142856,1.3815721428571432,0.6558071428571428,0.67565,20.1,0,Unjammed,0,0.1851990476790908,0.7193936877600233
2000,851083349436041,0.84,0.2530357142857143,0.1738214285714285,0.4268571428571428,1.5939757142857138,0.4575357142857142,0.4909714285714286,26.5,0,Unjammed,0,0.2590345051883321,0.6694511007576313
2000,853827592514924,0.84,0.1985285714285714,0.1596285714285713,0.3581571428571427,1.485718571428572,0.5556928571428572,0.5982357142857142,23.042857142857144,0,Unjammed,0,0.181767666610642,0.6423730701639709
2000,873456432950595,0.84,0.2218357142857142,0.1582428571428571,0.3800785714285712,1.5262478571428564,0.5236071428571429,0.557292857142857,23.728571428571428,0,Unjammed,0,0.1566193818296737,0.6623970943844615
